ID;Sex;Age;Height;Weight;NOC;Year;Sport;Medal
111676;F;30;171;58;NOR;2002;Biathlon;Silver
111677;F;23;167;58;NOR;1998;Biathlon;Bronze
111677;F;27;167;58;NOR;2002;Biathlon;Silver
111677;F;27;167;58;NOR;2002;Biathlon;Silver
111678;M;24;175;70;NOR;1992;Cross Country Skiing;Gold
111678;M;34;175;70;NOR;2002;Cross Country Skiing;Bronze
111678;M;34;175;70;NOR;2002;Cross Country Skiing;Gold
111696;F;20;163;59;URS;1960;Speed Skating;Gold
111696;F;20;163;59;URS;1960;Speed Skating;Gold
111696;F;24;163;59;URS;1964;Speed Skating;Gold
111696;F;24;163;59;URS;1964;Speed Skating;Gold
111696;F;24;163;59;URS;1964;Speed Skating;Gold
111696;F;24;163;59;URS;1964;Speed Skating;Gold
111697;M;22;176;70;URS;1972;Cross Country Skiing;Gold
111698;M;27;187;85;RUS;2010;Speed Skating;Bronze
111698;M;27;187;85;RUS;2010;Speed Skating;Silver
111707;F;29;165;62;NOR;2010;Cross Country Skiing;Gold
111723;F;31;175;71;RUS;2014;Speed Skating;Bronze
111848;M;25;171;86;URS;1980;Ice Hockey;Silver
111848;M;29;171;86;URS;1984;Ice Hockey;Gold
111931;M;20;186;94;TCH;1992;Ice Hockey;Bronze
111931;M;26;186;94;CZE;1998;Ice Hockey;Gold
111937;F;23;162;54;RUS;2010;Biathlon;Gold
111973;F;23;160;62;GBR;2014;Curling;Bronze
112015;F;23;160;49;RUS;2002;Figure Skating;Silver
112015;F;27;160;49;RUS;2006;Figure Skating;Bronze
112016;M;20;175;84;CAN;1960;Ice Hockey;Silver
112052;F;25;170;85;CAN;2002;Ice Hockey;Gold
112086;M;26;176;72;NED;2014;Speed Skating;Silver
112091;M;22;190;100;TCH;1992;Ice Hockey;Bronze
112091;M;28;190;100;CZE;1998;Ice Hockey;Gold
112111;F;23;162;53;URS;1976;Cross Country Skiing;Silver
112111;F;23;162;53;URS;1976;Cross Country Skiing;Gold
112111;F;23;162;53;URS;1976;Cross Country Skiing;Gold
112111;F;27;162;53;URS;1980;Cross Country Skiing;Gold
112111;F;27;162;53;URS;1980;Cross Country Skiing;Silver
112111;F;31;162;53;URS;1984;Cross Country Skiing;Silver
112111;F;31;162;53;URS;1984;Cross Country Skiing;Silver
112111;F;35;162;53;URS;1988;Cross Country Skiing;Silver
112111;F;35;162;53;URS;1988;Cross Country Skiing;Bronze
112111;F;39;162;53;EUN;1992;Cross Country Skiing;Gold
112118;M;25;171;75;TCH;1964;Ice Hockey;Bronze
112131;F;28;168;59;EST;2006;Cross Country Skiing;Gold
112131;F;28;168;59;EST;2006;Cross Country Skiing;Gold
112131;F;32;168;59;EST;2010;Cross Country Skiing;Silver
112152;M;23;185;85;URS;1988;Cross Country Skiing;Bronze
112152;M;23;185;85;URS;1988;Cross Country Skiing;Silver
112152;M;23;185;85;URS;1988;Cross Country Skiing;Silver
112152;M;29;185;85;KAZ;1994;Cross Country Skiing;Silver
112152;M;29;185;85;KAZ;1994;Cross Country Skiing;Gold
112152;M;29;185;85;KAZ;1994;Cross Country Skiing;Silver
112152;M;33;185;85;KAZ;1998;Cross Country Skiing;Bronze
112154;F;22;158;48;URS;1972;Figure Skating;Silver
112164;F;26;167;60;NED;2002;Speed Skating;Silver
112252;F;24;157;56;CAN;1998;Ice Hockey;Silver
112281;M;19;178;70;CAN;1924;Ice Hockey;Gold
112372;M;26;192;88;CAN;1992;Ice Hockey;Silver
112390;M;22;173;73;USA;2002;Short Track Speed Skating;Bronze
112390;M;26;173;73;USA;2006;Short Track Speed Skating;Bronze
112516;M;26;170;74;RUS;2014;Freestyle Skiing;Bronze
112526;M;25;185;86;CAN;2002;Ice Hockey;Gold
112537;F;29;167;75.5;FIN;1998;Ice Hockey;Bronze
112704;M;28;182;77;SWE;2006;Cross Country Skiing;Bronze
112704;M;32;182;77;SWE;2010;Cross Country Skiing;Gold
112705;M;27;174;64;SWE;1976;Cross Country Skiing;Bronze
112706;M;24;175;85;SWE;1984;Ice Hockey;Bronze
112706;M;28;175;85;SWE;1988;Ice Hockey;Bronze
112719;M;31;173;76;SWE;1980;Ice Hockey;Bronze
112775;M;25;171;59;FIN;1998;Ski Jumping;Gold
112775;M;25;171;59;FIN;1998;Ski Jumping;Silver
112869;M;31;180;68;NOR;1968;Biathlon;Gold
112869;M;31;180;68;NOR;1968;Biathlon;Silver
112869;M;34;180;68;NOR;1972;Biathlon;Gold
112947;F;21;170;73;GDR;1980;Luge;Silver
112959;M;31;178;84;URS;1956;Ice Hockey;Gold
112959;M;35;178;84;URS;1960;Ice Hockey;Bronze
113048;M;27;175;68;GER;2002;Cross Country Skiing;Bronze
113048;M;31;175;68;GER;2006;Cross Country Skiing;Silver
113141;M;22;173;67;KOR;2006;Short Track Speed Skating;Gold
113259;M;23;185;91;FIN;1994;Ice Hockey;Bronze
113326;F;22;163;76;CAN;2002;Ice Hockey;Gold
113326;F;26;163;76;CAN;2006;Ice Hockey;Gold
113326;F;30;163;76;CAN;2010;Ice Hockey;Gold
113417;F;24;170;62;CZE;2014;Biathlon;Silver
113417;F;24;170;62;CZE;2014;Biathlon;Silver
113421;M;31;183;66;CZE;2014;Biathlon;Bronze
113421;M;31;183;66;CZE;2014;Biathlon;Silver
113511;M;24;183;74;RUS;2014;Figure Skating;Gold
113544;M;26;192;80;NOR;1984;Biathlon;Silver
113555;M;20;180;88;NOR;1992;Speed Skating;Silver
113555;M;26;180;88;NOR;1998;Speed Skating;Gold
113555;M;30;180;88;NOR;2002;Speed Skating;Bronze
113621;M;23;184;90;CZE;1998;Ice Hockey;Gold
113621;M;32;184;90;CZE;2006;Ice Hockey;Bronze
113645;F;22;169;64;SUI;2006;Curling;Silver
113727;M;29;176;68;GDR;1972;Biathlon;Bronze
113856;M;29;183;67;USA;2010;Nordic Combined;Silver
113856;M;29;183;67;USA;2010;Nordic Combined;Silver
113856;M;29;183;67;USA;2010;Nordic Combined;Silver
113937;F;23;178;80;CAN;2014;Ice Hockey;Gold
114084;F;19;163;62;CAN;2010;Short Track Speed Skating;Silver
114084;F;19;163;62;CAN;2010;Short Track Speed Skating;Silver
114084;F;23;163;62;CAN;2014;Short Track Speed Skating;Silver
114085;F;23;175;71;CAN;2002;Ice Hockey;Gold
114085;F;27;175;71;CAN;2006;Ice Hockey;Gold
114085;F;31;175;71;CAN;2010;Ice Hockey;Gold
114097;F;39;174;65;CAN;1998;Ice Hockey;Silver
114099;M;38;176;84;CAN;2014;Ice Hockey;Gold
114108;M;25;193;93;CAN;2010;Ice Hockey;Gold
114133;F;22;165;62;USA;2010;Ice Hockey;Silver
114133;F;26;165;62;USA;2014;Ice Hockey;Silver
114191;M;33;181;75;SUI;2002;Skeleton;Bronze
114191;M;37;181;75;SUI;2006;Skeleton;Bronze
114213;F;19;166;60;SUI;2014;Ice Hockey;Bronze
114310;M;28;180;82;AUT;1994;Alpine Skiing;Gold
114314;M;24;191;112;FRG;1984;Luge;Gold
114387;F;20;163;62;SUI;2014;Ice Hockey;Bronze
114413;M;21;178;91;URS;1980;Ice Hockey;Silver
114413;M;25;178;91;URS;1984;Ice Hockey;Gold
114413;M;29;178;91;URS;1988;Ice Hockey;Gold
114455;M;23;174;83;URS;1964;Ice Hockey;Gold
114455;M;27;174;83;URS;1968;Ice Hockey;Gold
114482;M;22;180;83;TCH;1972;Ice Hockey;Bronze
114482;M;26;180;83;TCH;1976;Ice Hockey;Silver
114486;M;24;183;93;USA;2010;Ice Hockey;Silver
114521;M;24;180;78;FRG;1988;Luge;Bronze
114572;M;24;177;62;AUT;2002;Nordic Combined;Bronze
114572;M;28;177;62;AUT;2006;Nordic Combined;Gold
114572;M;32;177;62;AUT;2010;Nordic Combined;Gold
114572;M;36;177;62;AUT;2014;Nordic Combined;Bronze
114577;F;19;183;77;USA;2014;Ice Hockey;Silver
114590;M;32;188;100;USA;2002;Bobsleigh;Bronze
114609;M;29;182;95;SWE;2014;Ice Hockey;Silver
114689;M;28;170;68;SWE;1964;Cross Country Skiing;Gold
114733;F;23;175;75;AUS;1998;Alpine Skiing;Bronze
114778;M;27;170;80;FRG;1972;Bobsleigh;Bronze
114797;M;25;170;73;AUT;1984;Alpine Skiing;Bronze
114816;M;20;184;70;SUI;1972;Ski Jumping;Silver
114834;M;25;187;80;GER;1992;Biathlon;Gold
114859;F;28;169;53;NOR;2010;Cross Country Skiing;Gold
114859;F;32;169;53;NOR;2014;Cross Country Skiing;Bronze
114887;M;20;192;94;URS;1984;Ice Hockey;Gold
114887;M;25;192;94;URS;1988;Ice Hockey;Gold
114919;M;25;171;71;URS;1960;Speed Skating;Bronze
114920;F;25;154;52;URS;1960;Speed Skating;Silver
114920;F;29;154;52;URS;1964;Speed Skating;Silver
114924;M;19;181;75;SWE;1976;Alpine Skiing;Bronze
114924;M;23;181;75;SWE;1980;Alpine Skiing;Gold
114924;M;23;181;75;SWE;1980;Alpine Skiing;Gold
114929;M;24;183;74;NOR;1972;Speed Skating;Bronze
114929;M;24;183;74;NOR;1972;Speed Skating;Bronze
114929;M;28;183;74;NOR;1976;Speed Skating;Gold
114929;M;28;183;74;NOR;1976;Speed Skating;Silver
114931;M;26;188;84;NOR;1980;Speed Skating;Silver
114931;M;26;188;84;NOR;1980;Speed Skating;Silver
114983;F;22;167;59;USA;2006;Ice Hockey;Bronze
114996;M;23;175;79;CAN;1968;Ice Hockey;Bronze
115032;M;22;187;87;SWE;1964;Ice Hockey;Silver
115044;M;31;188;108;SUI;1984;Bobsleigh;Bronze
115048;M;31;173;68;GER;1998;Figure Skating;Bronze
115054;F;22;168;60;FRA;1972;Alpine Skiing;Bronze
115213;F;23;160;60;SUI;2014;Ice Hockey;Bronze
115245;M;27;173;75;SWE;1994;Ice Hockey;Gold
115247;M;23;178;77;GBR;1936;Ice Hockey;Gold
115287;M;26;173;53;POL;2014;Ski Jumping;Gold
115287;M;26;173;53;POL;2014;Ski Jumping;Gold
115295;M;21;183;84;AUT;1980;Alpine Skiing;Gold
115308;M;26;178;78;SUI;1988;Bobsleigh;Gold
115319;M;33;176;75;SUI;2010;Curling;Bronze
115391;M;21;170;71;CAN;1994;Figure Skating;Silver
115391;M;25;170;71;CAN;1998;Figure Skating;Silver
115409;M;29;183;72;NOR;1952;Cross Country Skiing;Silver
115441;M;32;190;89;SWE;1964;Ice Hockey;Silver
115443;M;27;171;69;RUS;1998;Nordic Combined;Bronze
115464;F;27;173;58;USA;1998;Freestyle Skiing;Gold
115493;M;23;175;77;NOR;1994;Speed Skating;Silver
115493;M;23;175;77;NOR;1994;Speed Skating;Silver
115503;M;26;183;79;NOR;1976;Speed Skating;Gold
115616;M;25;178;81;CZE;1998;Ice Hockey;Gold
115616;M;33;178;81;CZE;2006;Ice Hockey;Bronze
115638;F;25;167;60;SWE;1960;Cross Country Skiing;Gold
115638;F;29;167;60;SWE;1964;Cross Country Skiing;Silver
115638;F;33;167;60;SWE;1968;Cross Country Skiing;Silver
115731;F;22;170;74;USA;1994;Alpine Skiing;Silver
115731;F;26;170;74;USA;1998;Alpine Skiing;Gold
115753;M;28;183;92;LAT;2014;Bobsleigh;Silver
115795;M;21;178;79;USA;1980;Ice Hockey;Gold
115801;M;29;187;95;AUT;2002;Alpine Skiing;Gold
115823;M;25;182;76;AUT;1988;Alpine Skiing;Silver
115823;M;25;182;76;AUT;1988;Alpine Skiing;Gold
115832;M;23;182;84.5;FIN;1994;Ice Hockey;Bronze
115864;M;30;181;73;SUI;2010;Curling;Bronze
116122;M;24;183;98;CAN;2014;Ice Hockey;Gold
116155;M;23;174;73;TCH;1968;Ice Hockey;Silver
116267;F;32;159;54;FIN;1976;Cross Country Skiing;Silver
116269;M;28;188;89.5;FIN;1988;Ice Hockey;Silver
116322;M;29;187;86.5;FIN;1998;Ice Hockey;Bronze
116362;M;34;180;81;CAN;1952;Ice Hockey;Gold
116404;M;23;186;67;AUT;1988;Nordic Combined;Bronze
116404;M;23;186;67;AUT;1988;Nordic Combined;Silver
116404;M;27;186;67;AUT;1992;Nordic Combined;Bronze
116404;M;27;186;67;AUT;1992;Nordic Combined;Bronze
116413;M;34;182;80;AUT;2010;Biathlon;Silver
116413;M;34;182;80;AUT;2010;Biathlon;Silver
116413;M;38;182;80;AUT;2014;Biathlon;Bronze
116444;F;19;155;47;USA;1984;Figure Skating;Silver
116456;F;19;162;58;CHN;1998;Short Track Speed Skating;Silver
116456;F;23;162;58;CHN;2002;Short Track Speed Skating;Silver
116476;F;21;161;56;CHN;2010;Short Track Speed Skating;Gold
116539;M;25;174;72;NOR;2010;Cross Country Skiing;Silver
116539;M;29;174;72;NOR;2014;Cross Country Skiing;Bronze
116566;M;34;193;100;SWE;2006;Ice Hockey;Gold
116567;M;35;186;100;SWE;2006;Ice Hockey;Gold
116593;F;27;170;75;CAN;1998;Ice Hockey;Silver
116593;F;31;170;75;CAN;2002;Ice Hockey;Gold
116593;F;35;170;75;CAN;2006;Ice Hockey;Gold
116628;M;23;170;68;URS;1972;Figure Skating;Silver
116667;M;29;179;78;FIN;1988;Ice Hockey;Silver
116701;M;37;183;93;USA;2002;Ice Hockey;Silver
116703;M;22;175;81;USA;1980;Ice Hockey;Gold
116704;M;25;185;91;USA;2010;Ice Hockey;Silver
116754;F;33;173;64;CAN;2002;Curling;Bronze
116762;M;28;164;61.5;FIN;1972;Biathlon;Silver
116762;M;32;164;61.5;FIN;1976;Biathlon;Silver
116858;M;22;188;81;SWE;1984;Cross Country Skiing;Gold
116858;M;22;188;81;SWE;1984;Cross Country Skiing;Bronze
116858;M;22;188;81;SWE;1984;Cross Country Skiing;Silver
116858;M;22;188;81;SWE;1984;Cross Country Skiing;Gold
116858;M;26;188;81;SWE;1988;Cross Country Skiing;Gold
116858;M;26;188;81;SWE;1988;Cross Country Skiing;Gold
116863;M;28;176;75;TCH;1988;Cross Country Skiing;Bronze
116872;F;32;165;59;SWE;2006;Curling;Gold
116872;F;36;165;59;SWE;2010;Curling;Gold
116876;M;29;181;62;NOR;2006;Cross Country Skiing;Silver
116897;M;23;186;86;TCH;1992;Ice Hockey;Bronze
116916;M;24;185;77;NOR;2010;Biathlon;Silver
116916;M;24;185;77;NOR;2010;Biathlon;Gold
116916;M;24;185;77;NOR;2010;Biathlon;Gold
116916;M;28;185;77;NOR;2014;Biathlon;Gold
116916;M;28;185;77;NOR;2014;Biathlon;Gold
116962;M;25;176;72;SWE;1964;Ice Hockey;Silver
116966;M;30;180;80;SWE;1994;Ice Hockey;Gold
116982;M;33;189;91;TCH;1964;Ice Hockey;Bronze
116991;F;19;158;53;YUG;1988;Alpine Skiing;Silver
116993;M;27;185;88;URS;1988;Ice Hockey;Gold
116997;M;27;189;100;NOR;2010;Alpine Skiing;Silver
116997;M;27;189;100;NOR;2010;Alpine Skiing;Gold
116997;M;27;189;100;NOR;2010;Alpine Skiing;Bronze
117023;M;25;187;98;TCH;1992;Ice Hockey;Bronze
117024;M;31;186;89;CZE;1998;Ice Hockey;Gold
117026;M;26;183;83;TCH;1984;Ice Hockey;Silver
117032;F;30;163;58;TCH;1984;Cross Country Skiing;Silver
117218;M;29;190;88;AUT;1998;Alpine Skiing;Bronze
117260;M;32;165;58;USA;1924;Ice Hockey;Silver
117307;F;23;175;65;CAN;2010;Ice Hockey;Gold
117307;F;27;175;65;CAN;2014;Ice Hockey;Gold
117471;M;28;179;90;GER;1994;Bobsleigh;Gold
117573;M;30;174;72;GER;2010;Figure Skating;Bronze
117573;M;34;174;72;GER;2014;Figure Skating;Bronze
117655;M;24;180;77;POL;2014;Speed Skating;Bronze
117666;F;32;164;70;GER;2010;Skeleton;Silver
117696;F;35;162;55;JPN;2010;Speed Skating;Silver
117801;F;23;170;69;AUT;1994;Luge;Bronze
117838;M;27;176;71;FIN;1968;Cross Country Skiing;Bronze
117859;M;23;176;82;TCH;1972;Ice Hockey;Bronze
117911;M;23;165;59;JPN;2010;Figure Skating;Bronze
118044;M;26;175;61;JPN;2014;Ski Jumping;Bronze
118046;F;30;165;61;JPN;2014;Snowboarding;Silver
118079;F;26;160;58;RUS;1994;Biathlon;Gold
118140;M;35;193;98;SWE;2014;Ice Hockey;Silver
118144;M;20;165;57;FIN;2002;Nordic Combined;Gold
118144;M;20;165;57;FIN;2002;Nordic Combined;Silver
118144;M;24;165;57;FIN;2006;Nordic Combined;Bronze
118221;M;25;180;79.5;FIN;1988;Ice Hockey;Silver
118221;M;31;180;79.5;FIN;1994;Ice Hockey;Bronze
118599;M;28;176;70;RUS;1994;Biathlon;Bronze
118599;M;28;176;70;RUS;1994;Biathlon;Gold
118599;M;28;176;70;RUS;1994;Biathlon;Silver
118599;M;32;176;70;RUS;1998;Biathlon;Bronze
118659;M;30;188;103;ITA;1998;Bobsleigh;Gold
118676;M;26;174;70;ITA;1988;Biathlon;Bronze
118800;M;23;183;90;CAN;2014;Ice Hockey;Gold
119037;M;30;186;80;GER;2010;Cross Country Skiing;Silver
119037;M;30;186;80;GER;2010;Cross Country Skiing;Silver
119114;M;26;182;84;SWE;2006;Ice Hockey;Gold
119148;M;20;164;55;KAZ;2014;Figure Skating;Bronze
119205;M;26;184;73;YUG;1988;Ski Jumping;Silver
119226;F;24;182;73;NED;2014;Speed Skating;Gold
119226;F;24;182;73;NED;2014;Speed Skating;Gold
119398;F;19;170;60;USA;2006;Snowboarding;Gold
119398;F;23;170;60;USA;2010;Snowboarding;Silver
119418;M;24;174;71;FIN;1976;Cross Country Skiing;Gold
119418;M;28;174;71;FIN;1980;Cross Country Skiing;Bronze
119477;M;33;174;86;AUT;1964;Bobsleigh;Silver
119477;M;37;174;86;AUT;1968;Bobsleigh;Silver
119478;M;24;176;84;AUT;1964;Luge;Silver
119485;F;21;163;68;SUI;2014;Ice Hockey;Bronze
119497;M;31;180;78;FRG;1976;Ice Hockey;Bronze
119521;F;25;174;71;USA;2010;Ice Hockey;Silver
119538;M;25;175;72;CAN;1956;Ice Hockey;Bronze
119566;M;22;180;84;SWE;1984;Ice Hockey;Bronze
119569;M;23;182;81;SWE;1984;Ice Hockey;Bronze
119601;M;22;196;105;CAN;1994;Ice Hockey;Silver
119738;M;20;173;66;ITA;1972;Alpine Skiing;Gold
119738;M;20;173;66;ITA;1972;Alpine Skiing;Silver
119738;M;24;173;66;ITA;1976;Alpine Skiing;Silver
119739;M;21;177;72;ITA;1972;Alpine Skiing;Bronze
119751;M;24;178;63;GER;1994;Ski Jumping;Bronze
119751;M;24;178;63;GER;1994;Ski Jumping;Gold
119751;M;28;178;63;GER;1998;Ski Jumping;Silver
119752;M;22;167;68;GER;1960;Nordic Combined;Gold
119752;M;26;167;68;GER;1964;Nordic Combined;Bronze
119782;F;20;167;53;USA;1988;Figure Skating;Bronze
119802;M;20;180;70;USA;2002;Snowboarding;Bronze
119851;M;35;180;91;USA;2010;Ice Hockey;Silver
119859;M;26;181;77;NOR;1968;Speed Skating;Silver
119937;F;21;178;70;CAN;2014;Freestyle Skiing;Gold
119994;M;21;175;74;CAN;1936;Ice Hockey;Silver
120046;M;29;178;76;NOR;1998;Curling;Bronze
120079;M;30;193;102;CAN;2010;Ice Hockey;Gold
120086;M;27;188;85;USA;1998;Luge;Silver
120086;M;31;188;85;USA;2002;Luge;Bronze
120092;M;25;181;82;NOR;1992;Alpine Skiing;Bronze
120111;F;20;163;62;GER;1998;Snowboarding;Gold
120150;M;30;167;67;FIN;1924;Speed Skating;Bronze
120150;M;30;167;67;FIN;1924;Speed Skating;Gold
120150;M;30;167;67;FIN;1924;Speed Skating;Gold
120150;M;30;167;67;FIN;1924;Speed Skating;Silver
120150;M;30;167;67;FIN;1924;Speed Skating;Gold
120150;M;34;167;67;FIN;1928;Speed Skating;Gold
120150;M;34;167;67;FIN;1928;Speed Skating;Gold
120166;F;25;168;58;AUT;1964;Luge;Bronze
120202;M;33;175;72;FIN;1964;Cross Country Skiing;Bronze
120202;M;33;175;72;FIN;1964;Cross Country Skiing;Silver
120242;M;31;188;85;ITA;1994;Bobsleigh;Bronze
120303;M;30;180;82;TCH;1964;Ice Hockey;Bronze
120316;M;21;173;66;URS;1968;Biathlon;Silver
120316;M;21;173;66;URS;1968;Biathlon;Gold
120316;M;25;173;66;URS;1972;Biathlon;Gold
120316;M;29;173;66;URS;1976;Biathlon;Gold
120316;M;33;173;66;URS;1980;Biathlon;Gold
120323;F;23;162;56;URS;1988;Cross Country Skiing;Silver
120323;F;23;162;56;URS;1988;Cross Country Skiing;Gold
120323;F;23;162;56;URS;1988;Cross Country Skiing;Gold
120327;M;33;183;93;FIN;1998;Ice Hockey;Bronze
120330;F;23;170;66;FIN;2010;Ice Hockey;Bronze
120377;F;20;168;62;SWE;2006;Ice Hockey;Silver
120384;F;23;174;63;NED;1998;Speed Skating;Gold
120384;F;23;174;63;NED;1998;Speed Skating;Gold
120384;F;31;174;63;NED;2006;Speed Skating;Gold
120405;M;22;177;84;FIN;1998;Ice Hockey;Bronze
120405;M;30;177;84;FIN;2006;Ice Hockey;Silver
120405;M;34;177;84;FIN;2010;Ice Hockey;Bronze
120405;M;38;177;84;FIN;2014;Ice Hockey;Bronze
120465;M;30;178;82;CAN;1992;Ice Hockey;Silver
120492;F;23;170;72;LAT;2014;Luge;Bronze
120546;M;32;186;86;RUS;1998;Ice Hockey;Silver
120549;F;21;176;64;URS;1968;Speed Skating;Gold
120549;F;21;176;64;URS;1968;Speed Skating;Silver
120549;F;25;176;64;URS;1972;Speed Skating;Bronze
120572;M;29;188;91;SWE;2006;Ice Hockey;Gold
120580;F;22;178;69;NOR;2002;Biathlon;Silver
120595;M;29;188;102;USA;2002;Ice Hockey;Silver
120709;M;21;188;95;CAN;2010;Ice Hockey;Gold
120709;M;25;188;95;CAN;2014;Ice Hockey;Gold
120892;M;29;185;100;USA;2010;Bobsleigh;Gold
120892;M;33;185;100;USA;2014;Bobsleigh;Bronze
120913;M;21;182;92;ITA;1988;Alpine Skiing;Gold
120913;M;21;182;92;ITA;1988;Alpine Skiing;Gold
120913;M;25;182;92;ITA;1992;Alpine Skiing;Gold
120913;M;25;182;92;ITA;1992;Alpine Skiing;Silver
120913;M;27;182;92;ITA;1994;Alpine Skiing;Silver
121022;M;26;184;90;URS;1988;Bobsleigh;Bronze
121033;M;30;179;75;CHN;2010;Figure Skating;Silver
121169;M;22;180;83;FIN;1988;Ice Hockey;Silver
121176;M;27;185;93.5;FIN;1998;Ice Hockey;Bronze
121177;M;25;173;65;FIN;1980;Ski Jumping;Gold
121340;M;30;187;84;NOR;1998;Curling;Bronze
121341;F;26;160;48;GBR;1984;Figure Skating;Gold
121341;F;36;160;48;GBR;1994;Figure Skating;Bronze
121426;F;24;160;44;RUS;2006;Figure Skating;Gold
121432;F;21;165;58;AUT;1976;Alpine Skiing;Silver
121470;M;25;181;77;TCH;1992;Ice Hockey;Bronze
121592;F;24;168;65;NOR;1998;Freestyle Skiing;Bronze
121592;F;28;168;65;NOR;2002;Freestyle Skiing;Gold
121592;F;32;168;65;NOR;2006;Freestyle Skiing;Silver
121634;M;45;175;88;CAN;2002;Curling;Silver
121669;M;30;187;77;RUS;2014;Figure Skating;Gold
121669;M;30;187;77;RUS;2014;Figure Skating;Gold
121770;M;22;183;79;EUN;1992;Ice Hockey;Gold
121770;M;28;183;79;RUS;1998;Ice Hockey;Silver
121777;M;26;185;83;URS;1956;Ice Hockey;Gold
121804;M;21;173;73;CAN;2002;Short Track Speed Skating;Gold
121804;M;25;173;73;CAN;2006;Short Track Speed Skating;Silver
121804;M;25;173;73;CAN;2006;Short Track Speed Skating;Silver
121804;M;29;173;73;CAN;2010;Short Track Speed Skating;Bronze
121804;M;29;173;73;CAN;2010;Short Track Speed Skating;Gold
121842;F;19;176;63;FRA;2014;Snowboarding;Bronze
121853;F;28;154;47;ITA;2002;Snowboarding;Bronze
121854;M;19;185;79;URS;1972;Ice Hockey;Gold
121854;M;23;185;79;URS;1976;Ice Hockey;Gold
121854;M;27;185;79;URS;1980;Ice Hockey;Silver
121854;M;31;185;79;URS;1984;Ice Hockey;Gold
121855;M;24;186;84;RUS;2010;Skeleton;Bronze
121855;M;28;186;84;RUS;2014;Skeleton;Gold
121940;M;30;183;90;AUT;1998;Alpine Skiing;Bronze
121967;M;26;180;83;AUT;1992;Alpine Skiing;Bronze
122004;F;22;170;50;EUN;1992;Short Track Speed Skating;Bronze
122005;M;33;180;83;TCH;1948;Ice Hockey;Silver
122078;M;21;178;77;CAN;1928;Ice Hockey;Gold
122115;M;39;189;100;NOR;2002;Curling;Gold
122124;M;29;188;100;RUS;2014;Bobsleigh;Gold
122238;M;20;182;75;GER;2010;Cross Country Skiing;Silver
122274;F;25;161;53;UKR;1994;Biathlon;Bronze
122408;F;34;153;53;BLR;2014;Freestyle Skiing;Gold
122442;M;24;181;79;URS;1972;Ice Hockey;Gold
122442;M;28;181;79;URS;1976;Ice Hockey;Gold
122518;F;21;170;64;USA;1998;Ice Hockey;Gold
122518;F;25;170;64;USA;2002;Ice Hockey;Silver
122550;M;25;182;83;NED;2006;Speed Skating;Bronze
122550;M;29;182;83;NED;2010;Speed Skating;Gold
122550;M;29;182;83;NED;2010;Speed Skating;Bronze
122648;F;19;165;70;FIN;2010;Ice Hockey;Bronze
122650;F;24;169;65;FIN;2010;Ice Hockey;Bronze
122653;M;27;192;83.5;FIN;1988;Ice Hockey;Silver
122700;M;25;165;68;CAN;2002;Short Track Speed Skating;Bronze
122700;M;25;165;68;CAN;2002;Short Track Speed Skating;Gold
122700;M;29;165;68;CAN;2006;Short Track Speed Skating;Silver
122765;F;29;157;53;USA;1992;Short Track Speed Skating;Gold
122765;F;29;157;53;USA;1992;Short Track Speed Skating;Silver
122765;F;31;157;53;USA;1994;Short Track Speed Skating;Gold
122765;F;31;157;53;USA;1994;Short Track Speed Skating;Bronze
122861;M;29;185;89;CAN;1992;Ice Hockey;Silver
122897;M;25;183;91;RUS;2002;Ice Hockey;Bronze
122935;M;25;180;76;NOR;1968;Cross Country Skiing;Gold
122935;M;29;180;76;NOR;1972;Cross Country Skiing;Silver
122935;M;29;180;76;NOR;1972;Cross Country Skiing;Gold
122935;M;29;180;76;NOR;1972;Cross Country Skiing;Silver
122935;M;33;180;76;NOR;1976;Cross Country Skiing;Silver
122969;M;26;172;68;FIN;1960;Biathlon;Silver
122991;M;26;179;85;URS;1984;Ice Hockey;Gold
123120;M;23;163;57;JPN;1998;Short Track Speed Skating;Bronze
123189;M;23;181;64;GER;2002;Ski Jumping;Gold
123189;M;31;181;64;GER;2010;Ski Jumping;Silver
123212;M;26;175;86;URS;1956;Ice Hockey;Gold
123221;M;25;176;60;YUG;1988;Ski Jumping;Silver
123222;M;24;176;71;URS;1972;Figure Skating;Gold
123241;F;25;157;59;USA;1998;Ice Hockey;Gold
123254;M;18;185;77;GDR;1976;Biathlon;Bronze
123254;M;22;185;77;GDR;1980;Biathlon;Gold
123254;M;22;185;77;GDR;1980;Biathlon;Silver
123254;M;22;185;77;GDR;1980;Biathlon;Silver
123284;M;24;180;73;NOR;1988;Cross Country Skiing;Bronze
123284;M;28;180;73;NOR;1992;Cross Country Skiing;Gold
123284;M;28;180;73;NOR;1992;Cross Country Skiing;Gold
123284;M;28;180;73;NOR;1992;Cross Country Skiing;Silver
123284;M;28;180;73;NOR;1992;Cross Country Skiing;Gold
123284;M;30;180;73;NOR;1994;Cross Country Skiing;Silver
123386;F;30;175;73;CAN;2010;Bobsleigh;Silver
123499;M;20;179;72;RUS;1994;Figure Skating;Gold
123586;F;27;160;45;EUN;1992;Figure Skating;Bronze
123586;F;29;160;45;RUS;1994;Figure Skating;Silver
123616;M;24;168;60;RUS;2010;Biathlon;Gold
123616;M;24;168;60;RUS;2010;Biathlon;Bronze
